customer_id,age,gender,country,monthly_visits,amount_spent,joined_year
680,35,Male,Ghana,4,0.4,2022
681,37,Male,Kenya,7,176.29,2019
682,47,Female,USA,5,86.95,2021
683,53,Male,Ghana,6,47.8,2021
684,42,Other,USA,6,88.76,2018
685,29,Other,Nigeria,6,83.11,2020
686,61,Female,USA,3,134.3,2024
687,32,Male,Kenya,5,24.39,2020
688,60,Other,Ghana,4,40.47,2020
689,37,Male,UK,8,5.19,2023
690,34,Male,Kenya,3,168.07,2016
691,25,Male,Kenya,2,210.41,2024
692,31,Female,Ghana,1,77.81,2022
693,61,Male,UK,7,30.27,2022
694,48,Other,Kenya,3,34.32,2015
695,24,Male,UK,2,28.58,2016
696,53,Other,South Africa,4,17.36,2018
697,31,Male,South Africa,6,37.52,2019
698,24,Other,South Africa,2,2.75,2019
699,21,Other,USA,7,240.71,2020
700,19,Male,Kenya,4,27.59,2021
701,40,Male,Ghana,10,131.12,2015
702,26,Other,Ghana,8,64.42,2021
703,43,Female,USA,6,17.12,2020
704,64,Male,Ghana,7,12.55,2019
705,31,Female,South Africa,3,272.17,2020
706,59,Male,Kenya,4,73.95,2022
707,28,Male,Ghana,8,14.36,2020
708,65,Male,Ghana,5,3.49,2019
709,17,Male,Nigeria,4,59.69,2020
710,47,Female,Nigeria,4,18.05,2023
711,24,Male,Nigeria,5,12.51,2015
712,37,Other,Kenya,5,66.39,2017
713,64,Other,South Africa,4,56.86,2017
714,33,Female,UK,3,32.83,2023
715,48,Male,South Africa,6,142.93,2017
716,65,Other,South Africa,8,56.92,2020
717,35,Female,Kenya,5,111.94,2023
718,28,Male,Kenya,5,10.57,2024
719,69,Other,Nigeria,3,17.59,2019
720,51,Other,Ghana,5,5.52,2024
721,57,Female,USA,5,18.16,2023
722,65,Male,USA,10,178.38,2023
723,54,Male,UK,4,164.65,2020
724,51,Other,Ghana,4,71.44,2022
725,26,Other,UK,9,36.81,2023
726,43,Other,Nigeria,5,75.88,2023
727,17,Male,UK,4,40.31,2022
728,47,Female,Ghana,2,0.18,2018
729,35,Female,Ghana,4,34.81,2022
730,41,Male,USA,4,45.68,2016
731,55,Female,Nigeria,5,15.45,2017
732,23,Other,Kenya,2,11.36,2023
733,30,Female,UK,8,16.0,2024
734,59,Female,USA,3,48.86,2018
735,24,Female,UK,5,7.89,2016
736,21,Other,UK,4,63.71,2017
737,22,Male,Kenya,5,27.47,2021
738,56,Other,Nigeria,7,21.8,2023
739,29,Male,Ghana,6,82.31,2021
740,50,Male,South Africa,7,35.27,2022
741,19,Male,UK,3,23.77,2017
742,58,Female,South Africa,8,105.25,2021
743,25,Female,Nigeria,3,22.96,2015
744,52,Male,South Africa,6,97.95,2020
745,54,Male,UK,6,35.08,2017
746,21,Female,Kenya,6,11.66,2016
747,62,Other,South Africa,3,47.44,2018
748,39,Male,Nigeria,1,16.8,2023
749,14,Other,Nigeria,6,7.96,2020
750,17,Female,Kenya,5,4.53,2023
751,41,Male,South Africa,2,13.83,2022
752,49,Other,South Africa,4,66.7,2019
753,50,Other,Ghana,10,91.01,2022
754,31,Other,USA,3,98.92,2016
755,20,Female,Nigeria,11,15.75,2022
756,60,Female,Ghana,2,54.08,2015
757,57,Other,Nigeria,3,13.09,2017
758,13,Other,Ghana,3,48.74,2021
759,34,Female,USA,2,109.11,2018
760,64,Other,Ghana,3,2.09,2021
761,29,Other,Nigeria,6,210.74,2015
762,19,Female,South Africa,6,87.75,2021
763,37,Other,Nigeria,7,71.7,2017
764,57,Other,UK,3,58.78,2016
765,16,Other,Kenya,5,73.54,2023
766,48,Female,Kenya,2,261.02,2016
767,18,Other,UK,5,73.53,2017
768,43,Female,Kenya,4,21.66,2017
769,31,Female,Kenya,1,47.59,2018
770,56,Male,USA,3,20.54,2021
771,66,Male,South Africa,3,175.44,2021
772,51,Other,South Africa,8,115.2,2023
773,39,Female,Nigeria,10,41.92,2024
774,22,Male,UK,4,76.0,2022
775,38,Other,Ghana,5,120.22,2020
776,31,Male,Nigeria,6,13.96,2020
777,51,Male,Nigeria,3,43.31,2019
778,15,Female,Nigeria,11,32.86,2016
779,57,Female,Nigeria,5,73.83,2020
780,25,Male,South Africa,5,23.83,2020
781,62,Male,Ghana,3,61.72,2019
782,40,Female,Nigeria,7,25.79,2020
783,32,Other,South Africa,2,5.89,2019
784,40,Female,Nigeria,5,5.67,2018
785,20,Male,Kenya,4,6.34,2017
786,53,Other,Nigeria,6,1.65,2015
787,51,Male,UK,4,38.07,2018
788,13,Other,UK,5,55.72,2023
789,15,Male,Nigeria,3,6.78,2021
790,25,Other,USA,5,47.32,2021
791,40,Other,Kenya,6,45.53,2021
792,69,Male,Ghana,3,7.96,2018
793,61,Other,Nigeria,7,25.88,2021
794,37,Female,Ghana,4,70.35,2016
795,68,Male,Kenya,2,0.84,2022
796,45,Female,Nigeria,12,7.95,2024
797,50,Male,USA,4,273.97,2022
798,65,Other,South Africa,2,66.13,2023
799,18,Other,USA,7,31.19,2019
800,56,Other,USA,1,49.69,2024
801,57,Male,South Africa,0,93.61,2022
802,44,Female,South Africa,3,92.35,2016
803,57,Female,UK,10,19.63,2024
804,59,Male,South Africa,2,33.79,2024
805,33,Male,Nigeria,9,50.81,2022
806,28,Female,Ghana,3,3.73,2024
807,66,Female,UK,6,145.75,2023
808,33,Female,UK,5,28.35,2020
809,23,Female,Ghana,3,23.17,2020
810,49,Male,UK,8,118.81,2018
811,48,Male,South Africa,4,6.29,2022
812,47,Other,USA,5,2.0,2021
813,31,Female,Kenya,4,57.76,2023
814,32,Other,South Africa,4,24.31,2015
815,69,Male,USA,3,72.3,2024
816,30,Male,USA,5,3.55,2022
817,59,Other,UK,3,24.21,2022
818,53,Female,Nigeria,7,13.42,2023
819,61,Female,Nigeria,2,67.28,2021
820,26,Female,UK,7,12.88,2023
821,27,Female,UK,4,30.62,2024
822,43,Other,Ghana,3,85.43,2022
823,13,Other,Ghana,3,123.49,2023
824,65,Male,Kenya,8,64.12,2023
825,66,Female,Kenya,10,28.04,2015
826,66,Female,Kenya,5,42.43,2017
827,15,Female,Kenya,8,58.51,2020
828,28,Other,USA,1,103.95,2021
829,35,Female,USA,6,109.72,2018
830,69,Other,Ghana,2,133.66,2024
831,23,Female,Nigeria,4,83.22,2016
832,24,Female,UK,4,7.94,2018
833,22,Male,Nigeria,8,68.84,2020
834,44,Female,South Africa,7,84.26,2018
835,28,Female,USA,4,105.13,2024
836,20,Male,Kenya,7,129.39,2016
837,50,Other,Kenya,5,35.58,2023
838,24,Other,South Africa,7,53.22,2015
839,36,Female,Nigeria,3,0.48,2024
840,40,Other,Kenya,4,42.52,2021
841,65,Female,Nigeria,8,32.05,2023
842,20,Male,UK,7,163.91,2017
843,40,Male,South Africa,2,115.99,2020
844,48,Female,Nigeria,2,79.88,2023
845,38,Male,UK,6,2.93,2023
846,20,Male,Nigeria,8,25.71,2018
847,62,Female,Nigeria,4,59.54,2022
848,40,Female,Kenya,6,1.51,2022
849,40,Male,Ghana,8,13.45,2021
850,49,Other,USA,6,109.24,2020
851,53,Other,Nigeria,4,6.95,2017
852,48,Female,Nigeria,6,2.64,2018
853,39,Female,Nigeria,6,43.44,2023
854,66,Other,Ghana,4,146.37,2024
855,29,Male,UK,4,89.98,2021
856,21,Other,South Africa,5,183.99,2022
857,45,Other,Kenya,9,70.02,2020
858,65,Other,Ghana,5,28.76,2015
859,32,Other,UK,6,146.51,2023
860,25,Female,Nigeria,9,27.81,2017
861,40,Female,UK,3,21.55,2017
862,60,Male,Ghana,10,29.73,2023
863,41,Male,Ghana,7,84.09,2018
864,25,Male,Ghana,6,124.87,2022
865,58,Male,South Africa,5,22.13,2018
866,47,Other,USA,5,31.02,2016
867,18,Female,Kenya,9,114.3,2019
868,30,Female,South Africa,7,2.41,2017
869,63,Male,South Africa,7,76.59,2018
870,17,Male,USA,5,30.28,2017
871,59,Other,South Africa,2,23.62,2015
872,37,Other,Ghana,5,29.61,2018
873,14,Male,Ghana,4,27.12,2023
874,22,Female,UK,7,70.66,2021
875,68,Female,Nigeria,3,131.52,2020
876,42,Female,South Africa,3,33.81,2024
877,62,Male,Nigeria,6,89.41,2023
878,57,Female,Kenya,3,65.83,2018
879,17,Other,Ghana,5,20.07,2020
880,67,Other,UK,3,44.25,2017
881,68,Male,Kenya,8,54.95,2017
882,45,Other,UK,3,1.19,2024
883,66,Male,USA,7,25.21,2024
884,13,Female,Ghana,5,245.57,2022
885,30,Female,Kenya,6,50.7,2019
886,44,Female,USA,4,20.34,2022
887,59,Other,Kenya,6,14.39,2023
888,61,Male,UK,7,11.75,2016
889,23,Female,USA,10,25.68,2021
890,33,Male,USA,7,10.74,2016
891,38,Female,Ghana,6,7.26,2021
892,37,Other,Nigeria,4,22.63,2017
893,34,Other,UK,6,46.7,2022
894,39,Male,UK,2,7.91,2018
895,61,Other,USA,2,2.27,2023
896,25,Other,USA,3,1.76,2018
897,45,Male,Ghana,9,15.56,2016
898,46,Female,Nigeria,4,10.54,2018
899,53,Other,UK,7,38.75,2019
900,47,Male,South Africa,8,30.41,2022
901,13,Other,South Africa,6,19.63,2017
902,33,Other,Nigeria,3,89.65,2023
903,60,Other,Kenya,6,35.15,2023
904,67,Other,Ghana,3,4.8,2024
905,18,Male,Nigeria,7,17.53,2017
906,40,Male,South Africa,6,181.23,2022
907,29,Male,USA,2,188.56,2020
908,17,Other,South Africa,1,14.7,2020
909,43,Other,USA,2,9.15,2016
910,17,Other,Ghana,5,34.23,2022
911,50,Male,USA,4,32.84,2021
912,15,Other,Nigeria,5,26.39,2016
913,65,Female,USA,8,37.68,2018
914,35,Other,Kenya,4,13.21,2019
915,49,Female,Nigeria,6,6.1,2023
916,65,Other,Ghana,3,42.25,2024
917,49,Male,Nigeria,4,134.85,2016
918,22,Other,Kenya,8,7.41,2021
919,22,Female,Ghana,5,61.01,2019
920,31,Female,South Africa,7,28.8,2016
921,29,Other,Kenya,2,17.41,2024
922,33,Female,Ghana,5,95.9,2017
923,26,Female,USA,10,30.49,2019
924,21,Male,Nigeria,4,43.77,2024
925,58,Other,Ghana,5,29.26,2015
926,13,Other,Nigeria,3,4.24,2021
927,63,Other,USA,3,45.18,2015
928,57,Female,Ghana,8,27.14,2020
929,25,Other,South Africa,3,4.54,2020
930,16,Other,Kenya,7,45.29,2015
931,13,Male,Ghana,8,0.5,2021
932,61,Male,USA,4,11.69,2022
933,52,Male,Ghana,5,75.95,2017
934,44,Female,Nigeria,6,1.93,2024
935,46,Other,UK,1,52.02,2015
936,40,Male,Ghana,2,149.49,2016
937,43,Male,South Africa,3,9.39,2015
938,20,Male,Ghana,4,26.99,2023
939,51,Other,Kenya,4,42.84,2018
940,38,Other,Ghana,4,29.93,2021
941,46,Other,UK,3,48.43,2019
942,66,Female,Nigeria,5,25.88,2023
943,66,Female,Ghana,5,8.04,2023
944,15,Male,South Africa,2,4.66,2020
945,62,Other,USA,6,68.22,2019
946,24,Male,Ghana,3,13.63,2024
947,13,Other,Ghana,4,94.01,2015
948,66,Other,Kenya,3,67.94,2018
949,56,Other,South Africa,6,2.54,2019
950,17,Female,UK,4,11.23,2023
951,42,Female,USA,1,17.27,2016
952,42,Other,Nigeria,9,45.13,2016
953,69,Male,Ghana,7,82.99,2017
954,29,Other,UK,5,3.11,2017
955,60,Other,USA,4,14.36,2021
956,59,Male,Nigeria,2,23.6,2015
957,35,Other,UK,4,10.13,2016
958,27,Male,South Africa,5,39.41,2015
959,49,Female,South Africa,4,32.5,2023
960,33,Female,USA,6,19.03,2024
961,26,Male,Nigeria,3,36.38,2023
962,14,Female,South Africa,7,21.99,2017
963,23,Female,USA,5,21.02,2017
964,63,Male,South Africa,6,15.42,2015
965,51,Female,South Africa,7,38.87,2019
966,50,Other,UK,2,29.36,2017
967,46,Other,UK,6,10.93,2016
968,50,Male,South Africa,4,0.65,2017
969,62,Female,Kenya,6,8.18,2022
970,46,Other,UK,3,2.19,2022
971,30,Other,Nigeria,6,28.25,2015
972,42,Female,USA,8,12.75,2016
973,27,Female,USA,3,27.28,2015
974,39,Other,Nigeria,7,19.98,2022
975,63,Other,Nigeria,15,38.61,2015
976,46,Male,Nigeria,7,64.34,2020
977,64,Male,Nigeria,6,32.63,2024
978,69,Other,Ghana,3,3.2,2022
979,50,Male,USA,2,0.88,2022
980,45,Other,Ghana,5,11.99,2021
981,36,Other,South Africa,6,27.67,2022
982,27,Male,South Africa,6,2.3,2022
983,42,Male,USA,4,19.86,2024
984,67,Female,South Africa,1,109.03,2017
985,54,Female,Nigeria,6,4.72,2016
986,63,Female,Ghana,8,148.32,2018
987,29,Other,Nigeria,2,97.13,2019
988,17,Male,South Africa,2,89.12,2016
989,41,Other,UK,2,99.63,2022
990,16,Male,Ghana,5,4.17,2022
991,22,Other,Nigeria,7,8.19,2018
992,68,Female,USA,7,7.22,2019
993,29,Female,Nigeria,9,5.9,2019
994,22,Female,UK,4,19.85,2019
995,29,Other,South Africa,7,88.66,2023
996,32,Male,Ghana,5,14.52,2023
997,36,Male,USA,7,14.0,2018
998,17,Female,Ghana,7,56.33,2015
999,46,Female,USA,3,5.1,2022
1000,18,Female,Ghana,5,22.34,2015
1001,65,Female,South Africa,5,17.51,2021
1002,14,Male,USA,5,93.96,2018
1003,25,Other,Kenya,5,36.13,2015
1004,55,Other,Ghana,8,51.99,2018
1005,55,Other,Ghana,2,6.91,2021
1006,60,Other,Nigeria,6,132.2,2022
1007,23,Female,USA,6,19.46,2016
1008,63,Female,UK,6,61.35,2023
1009,59,Female,Kenya,1,154.64,2019
1010,69,Other,South Africa,10,35.53,2022
1011,35,Female,Nigeria,5,35.42,2016
1012,67,Female,Kenya,3,6.24,2016
1013,28,Male,USA,0,24.74,2018
1014,43,Male,Kenya,7,95.68,2018
1015,23,Female,Ghana,4,7.26,2017
1016,66,Male,Ghana,6,124.75,2019
1017,28,Male,Nigeria,4,55.03,2016
1018,20,Female,USA,2,27.32,2015
1019,16,Female,USA,4,39.54,2018
1020,52,Female,Kenya,9,8.16,2020
1021,16,Female,Nigeria,4,12.26,2020
1022,68,Other,USA,5,16.87,2016
1023,37,Other,UK,8,24.29,2020
1024,15,Female,UK,2,123.56,2018
1025,44,Male,Ghana,2,22.91,2024
1026,15,Female,Kenya,5,37.1,2015
1027,39,Female,South Africa,4,8.84,2015
1028,41,Male,Ghana,8,66.59,2016
1029,44,Other,Nigeria,6,41.08,2018
1030,62,Female,USA,9,28.98,2022
1031,63,Female,Ghana,7,147.05,2017
1032,31,Other,South Africa,2,110.66,2019
1033,33,Other,South Africa,8,53.87,2017
1034,17,Male,UK,3,127.43,2022
1035,30,Other,Nigeria,5,41.6,2018
1036,40,Other,Ghana,4,87.71,2022
1037,54,Other,Kenya,5,26.34,2022
1038,34,Male,Ghana,4,4.54,2023
1039,33,Other,UK,8,257.05,2016
1040,18,Other,South Africa,0,9.05,2024
1041,13,Male,Nigeria,7,14.48,2021
1042,17,Other,Nigeria,4,8.9,2024
1043,53,Other,Kenya,5,20.59,2015
1044,24,Male,Nigeria,2,17.07,2018
1045,38,Female,UK,3,45.95,2018
1046,58,Male,UK,3,282.18,2018
1047,46,Other,UK,1,2.7,2021
1048,61,Other,Nigeria,3,75.35,2019
1049,26,Other,Nigeria,4,6.85,2019
1050,38,Male,UK,4,1.0,2017
1051,57,Other,Nigeria,7,50.89,2024
1052,39,Other,Nigeria,9,103.3,2019
1053,21,Male,South Africa,1,9.7,2019
1054,38,Female,Ghana,3,20.9,2022
1055,69,Female,USA,5,9.24,2016
1056,59,Other,Nigeria,1,118.49,2022
1057,69,Male,USA,3,15.76,2018
1058,34,Other,USA,5,29.41,2023
1059,59,Male,South Africa,7,112.57,2022
1060,68,Male,Nigeria,4,40.25,2019
1061,42,Female,UK,6,135.04,2019
1062,55,Female,USA,4,130.49,2023
1063,60,Male,Nigeria,3,30.96,2019
1064,29,Other,Kenya,5,43.66,2023
1065,38,Female,UK,4,13.09,2020
1066,48,Other,Kenya,4,233.01,2015
1067,13,Female,Kenya,4,16.31,2022
1068,20,Female,USA,5,76.46,2015
1069,61,Other,Kenya,4,18.77,2016
1070,47,Female,South Africa,8,18.77,2020
1071,64,Female,South Africa,3,5.48,2019
1072,27,Other,USA,5,41.04,2016
1073,59,Female,Nigeria,4,14.04,2020
1074,68,Female,Ghana,3,8.03,2021
1075,34,Female,Nigeria,5,12.85,2017
1076,26,Other,Nigeria,5,14.46,2022
1077,38,Male,Nigeria,5,35.07,2018
1078,40,Other,Nigeria,2,24.38,2024
1079,35,Male,UK,4,3.92,2023
1080,26,Female,Ghana,4,38.4,2021
1081,36,Male,UK,7,77.5,2017
1082,14,Other,Kenya,2,42.69,2019
1083,57,Other,Nigeria,3,183.53,2023
1084,38,Female,South Africa,4,5.22,2023
1085,26,Male,USA,5,86.06,2022
1086,68,Female,USA,7,35.23,2022
1087,63,Female,UK,5,36.86,2023
1088,19,Other,UK,3,36.6,2019
1089,15,Male,South Africa,2,19.68,2023
1090,59,Male,Nigeria,5,19.62,2020
1091,35,Male,Ghana,7,49.96,2020
1092,58,Male,Kenya,5,2.29,2024
1093,55,Female,USA,5,44.43,2020
1094,59,Female,Kenya,7,64.47,2021
1095,57,Other,Ghana,7,22.03,2023
1096,30,Female,UK,10,12.25,2017
1097,50,Female,USA,4,12.0,2020
1098,47,Other,Kenya,4,4.27,2024
1099,63,Other,UK,0,4.7,2019
1100,27,Other,Ghana,3,9.12,2018
1101,37,Female,Kenya,3,0.97,2022
1102,67,Female,Nigeria,2,15.48,2017
1103,49,Other,UK,9,18.29,2016
1104,40,Other,Ghana,8,267.18,2018
1105,22,Other,Kenya,8,239.5,2017
1106,51,Female,Nigeria,4,10.35,2021
1107,69,Female,Nigeria,10,11.98,2018
1108,29,Male,Ghana,3,33.85,2024
1109,51,Female,South Africa,2,8.05,2023
1110,34,Female,USA,2,35.06,2019
1111,38,Female,Ghana,2,25.49,2017
1112,56,Other,Nigeria,6,19.62,2016
1113,37,Female,Nigeria,2,86.47,2020
1114,29,Other,Ghana,9,88.05,2020
1115,25,Male,South Africa,8,220.68,2015
1116,32,Male,USA,4,12.62,2021
1117,37,Other,Kenya,4,109.59,2019
1118,16,Other,Ghana,3,38.59,2021
1119,22,Other,USA,9,44.76,2018
1120,15,Female,USA,10,113.31,2019
1121,53,Male,UK,5,142.91,2021
1122,57,Other,Nigeria,5,64.88,2020
1123,30,Female,Kenya,9,21.37,2015
1124,59,Male,Ghana,2,33.63,2015
1125,48,Female,Nigeria,5,47.73,2016
1126,59,Male,UK,5,88.2,2017
1127,34,Female,UK,8,53.64,2015
1128,46,Male,Nigeria,6,22.74,2024
1129,59,Male,South Africa,6,27.05,2016
1130,20,Female,USA,7,2.59,2016
1131,52,Other,Ghana,5,129.03,2021
1132,61,Male,Ghana,5,4.61,2020
1133,56,Other,Ghana,7,43.37,2023
1134,31,Female,Nigeria,4,102.65,2024
1135,54,Other,South Africa,4,27.31,2019
1136,53,Other,Kenya,6,80.5,2017
1137,49,Other,UK,6,81.44,2015
1138,18,Other,Nigeria,4,3.09,2015
1139,64,Other,Kenya,3,26.56,2016
1140,38,Male,UK,3,58.72,2017
1141,46,Male,UK,10,27.44,2024
1142,68,Male,South Africa,6,39.39,2024
1143,57,Female,USA,6,45.13,2019
1144,18,Other,Ghana,4,8.2,2021
1145,49,Male,Kenya,1,26.55,2018
1146,69,Female,Nigeria,5,1.44,2024
1147,45,Male,Kenya,7,8.1,2020
1148,65,Male,USA,4,35.9,2020
1149,34,Other,Ghana,3,42.62,2016
1150,33,Female,Kenya,5,7.9,2020
1151,18,Other,USA,7,70.45,2019
1152,18,Other,Nigeria,9,23.34,2020
1153,67,Male,South Africa,2,126.69,2018
1154,60,Other,UK,6,24.52,2015
1155,16,Female,Nigeria,2,8.11,2023
1156,42,Other,Ghana,3,70.93,2017
1157,23,Other,UK,5,41.94,2015
1158,42,Other,Nigeria,3,24.44,2018
1159,43,Male,Nigeria,4,22.0,2021
1160,36,Female,Nigeria,5,8.17,2018
1161,67,Male,Nigeria,4,20.84,2018
1162,21,Male,UK,5,1.49,2023
1163,67,Male,Ghana,2,34.9,2020
1164,15,Male,USA,4,113.52,2023
1165,63,Male,Kenya,5,79.32,2016
1166,43,Female,South Africa,6,1.45,2021
1167,52,Other,Kenya,10,106.54,2021
1168,49,Male,Kenya,5,30.1,2022
1169,48,Male,South Africa,6,10.59,2024
1170,36,Female,UK,7,69.8,2023
1171,43,Female,Ghana,4,19.49,2022
1172,18,Other,South Africa,7,14.61,2016
1173,14,Female,Ghana,6,8.8,2017
1174,32,Other,UK,2,33.34,2016
1175,40,Male,Kenya,3,4.9,2015
1176,23,Male,Ghana,4,77.0,2021
1177,16,Other,UK,4,31.81,2022
1178,27,Female,UK,5,29.62,2019
1179,18,Other,USA,7,0.09,2024
1180,66,Female,South Africa,3,85.15,2023
1181,61,Male,USA,3,33.95,2018
1182,42,Female,Kenya,6,28.98,2015
1183,68,Other,South Africa,3,71.65,2018
1184,50,Other,Kenya,9,3.25,2019
1185,63,Male,USA,7,22.84,2022
1186,69,Female,UK,5,42.87,2019
1187,14,Female,Kenya,6,30.86,2024
1188,27,Female,South Africa,6,10.02,2023
1189,23,Male,South Africa,3,17.78,2020
1190,20,Female,Kenya,8,17.85,2022
1191,38,Other,South Africa,10,241.23,2017
1192,63,Female,UK,6,19.74,2017
1193,57,Male,UK,7,11.48,2023
1194,56,Female,South Africa,2,86.48,2020
1195,17,Female,Kenya,5,27.34,2018
1196,18,Other,USA,8,29.34,2022
1197,38,Female,South Africa,6,39.8,2018
1198,66,Other,South Africa,2,45.28,2018
1199,16,Other,South Africa,3,44.65,2021
1200,31,Male,South Africa,10,1.76,2021
1201,32,Other,Kenya,3,85.42,2022
1202,45,Other,USA,4,10.84,2024
1203,32,Male,USA,9,17.29,2021
1204,61,Other,Ghana,2,9.52,2022
1205,24,Male,South Africa,5,72.85,2022
1206,59,Female,South Africa,1,43.81,2021
1207,13,Male,Ghana,5,70.39,2015
1208,38,Other,USA,9,52.98,2018
1209,26,Male,Nigeria,2,5.5,2017
1210,50,Other,UK,5,17.94,2023
1211,49,Female,Nigeria,6,35.39,2024
1212,23,Male,USA,7,18.19,2022
1213,48,Female,South Africa,3,11.62,2023
1214,25,Other,Nigeria,7,101.94,2019
1215,55,Other,Kenya,7,68.87,2019
1216,15,Female,Kenya,6,21.17,2024
1217,45,Male,Ghana,4,72.41,2019
1218,18,Male,USA,10,49.38,2016
1219,62,Other,USA,6,0.19,2021
1220,68,Female,Nigeria,8,23.92,2022
1221,22,Female,South Africa,3,17.16,2019
1222,17,Male,USA,6,12.29,2022
1223,35,Male,Nigeria,9,14.49,2020
1224,22,Male,Nigeria,3,142.68,2018
1225,56,Female,UK,7,33.31,2021
1226,14,Male,UK,4,94.1,2022
1227,25,Male,USA,3,12.05,2023
1228,52,Other,Nigeria,9,9.58,2019
1229,14,Male,Ghana,4,109.82,2023
1230,32,Male,Ghana,4,34.23,2022
1231,13,Female,UK,3,112.76,2015
1232,49,Female,USA,2,3.26,2022
1233,21,Other,South Africa,3,124.11,2022
1234,29,Male,Ghana,6,26.85,2021
1235,21,Other,Ghana,12,8.44,2015
1236,23,Female,UK,7,57.5,2020
1237,27,Other,UK,4,79.7,2016
1238,36,Female,USA,7,2.43,2020
1239,50,Other,UK,5,217.9,2016
1240,67,Other,Kenya,8,59.71,2016
1241,47,Male,Nigeria,4,19.39,2021
1242,42,Other,Ghana,7,8.2,2024
1243,43,Male,Kenya,5,24.92,2015
1244,61,Male,South Africa,2,12.46,2019
1245,17,Male,Kenya,4,34.08,2015
1246,56,Male,USA,6,76.14,2023
1247,62,Other,South Africa,6,53.96,2019
1248,26,Female,South Africa,4,28.63,2019
1249,65,Female,UK,3,6.33,2018
1250,68,Female,Kenya,4,157.51,2017
1251,23,Other,USA,5,15.76,2022
1252,21,Male,Ghana,7,16.28,2021
1253,46,Female,UK,10,51.85,2023
1254,24,Other,Kenya,7,73.59,2020
1255,47,Male,Ghana,5,207.24,2015
1256,47,Female,Kenya,3,173.95,2019
1257,13,Male,UK,4,122.53,2019
1258,52,Female,Ghana,4,28.57,2021
1259,34,Female,UK,8,9.12,2024
1260,41,Female,Kenya,8,43.91,2015
1261,20,Male,South Africa,4,0.87,2015
1262,23,Other,Nigeria,4,10.92,2020
1263,53,Male,South Africa,8,0.13,2020
1264,49,Female,UK,4,9.96,2023
1265,26,Male,UK,6,32.19,2017
1266,42,Other,UK,6,24.99,2019
1267,47,Male,Ghana,1,23.05,2019
1268,33,Other,USA,5,88.88,2015
1269,49,Other,UK,3,56.2,2020
1270,17,Male,South Africa,9,137.78,2018
1271,31,Female,Nigeria,4,29.47,2020
1272,26,Other,UK,8,15.89,2022
1273,38,Male,UK,8,6.54,2022
1274,16,Other,UK,2,55.74,2017
1275,37,Female,Ghana,6,92.18,2023
1276,57,Male,UK,9,10.15,2018
1277,54,Male,South Africa,4,105.5,2015
1278,37,Male,Kenya,4,37.36,2023
1279,30,Female,USA,6,7.78,2019
1280,52,Other,UK,13,51.48,2022
1281,20,Male,Ghana,6,36.7,2021
1282,51,Other,South Africa,8,1.43,2019
1283,52,Other,UK,8,25.48,2022
1284,26,Female,Ghana,1,76.81,2015
1285,44,Male,Kenya,8,40.53,2018
1286,63,Other,Nigeria,4,16.57,2019
1287,50,Male,UK,4,132.0,2018
1288,45,Male,South Africa,2,13.58,2020
1289,35,Female,Ghana,6,14.57,2023
1290,27,Male,Ghana,6,21.9,2015
1291,45,Male,UK,3,112.47,2024
1292,37,Other,Ghana,5,35.43,2016
1293,29,Female,Nigeria,8,57.31,2015
1294,45,Male,Ghana,9,187.04,2021
1295,59,Other,USA,3,76.46,2016
1296,67,Female,USA,2,9.47,2023
1297,14,Female,Ghana,7,77.64,2022
1298,26,Other,UK,6,68.98,2024
1299,65,Other,USA,6,13.24,2015
1300,52,Other,South Africa,6,19.68,2017
1301,52,Other,USA,4,61.92,2020
1302,63,Other,Ghana,6,13.62,2017
1303,51,Male,UK,10,11.67,2023
1304,63,Male,Kenya,4,60.78,2024
1305,18,Female,UK,3,106.26,2024
1306,18,Male,UK,0,3.9,2016
1307,15,Male,UK,8,29.52,2020
1308,19,Male,South Africa,3,46.72,2016
1309,63,Other,Nigeria,4,56.39,2017
1310,20,Female,Ghana,5,278.58,2024
1311,54,Female,Nigeria,3,57.39,2023
1312,64,Female,Kenya,2,48.4,2023
1313,27,Female,Nigeria,8,228.95,2016
1314,59,Male,Ghana,4,3.13,2022
1315,41,Male,Ghana,3,3.87,2017
1316,45,Other,Kenya,8,41.13,2016
1317,64,Female,Ghana,5,22.21,2024
1318,42,Male,Kenya,6,5.08,2022
1319,51,Male,Kenya,7,18.3,2017
1320,39,Other,Ghana,10,56.1,2022
1321,48,Other,USA,7,106.27,2020
1322,41,Other,Kenya,3,4.95,2015
1323,50,Male,Ghana,3,38.84,2016
1324,69,Male,USA,7,17.56,2016
1325,45,Other,Kenya,3,55.03,2021
1326,49,Female,USA,3,39.86,2020
1327,39,Other,South Africa,3,130.67,2016
1328,67,Other,UK,8,1.92,2015
1329,45,Other,South Africa,2,31.75,2019
1330,16,Other,USA,5,10.71,2016
1331,34,Male,Kenya,4,38.48,2024
1332,14,Female,Ghana,2,96.06,2024
1333,22,Other,Nigeria,3,121.13,2020
1334,17,Female,Ghana,2,25.39,2016
1335,22,Female,Nigeria,6,83.51,2023
1336,45,Female,Nigeria,3,16.46,2019
1337,66,Other,Kenya,6,0.32,2021
1338,50,Male,USA,5,96.63,2018
1339,25,Other,Ghana,4,6.36,2016
1340,43,Female,USA,6,0.89,2017
1341,59,Female,South Africa,6,21.83,2019
1342,48,Male,Kenya,6,23.85,2015
